Conocimiento:5.83
Ideal_Conocimiento:9.82
Habilidades:5.55
Ideal_Habilidades:9.88
Actitudes_y_Valores:6.34
Ideal_Ac_Val:9.85
Global:66.48
Experiencia previa,4.826942,1.1438744722634215
Aprendizaje autónomo,4.753233,4.943953929655494
Posesión de información,4.710952,1.7058784119180443
Pensamiento crítico,4.658552,3.8654125849789143
Aprovechar oportunidades,4.796937,4.955384254292163
Desarrollo de redes de contactos ,4.791136,2.017701642906978
Toma de decisiones y solución de problemas ,4.888132,1.0078710819836272
Persuasión ,4.805802,3.1574743585017444
Creatividad e innovación,4.758982,2.4742992638229184
Liderazgo ,4.830064,3.045166095832391
Inconformidad e individualismo,4.886479,2.207980190620599
Locus de control interno ,4.820008,1.039105655757197
Tendencia a asumir riesgos ,4.883331,1.5278942404434401
Tolerancia al fracaso y a la incertidumbre ,4.797048,4.846162437867733
Motivación,4.771941,3.8355621948808793
Persistencia ,4.86577,4.435092434563773
Legitimidad,4.753092,3.9075726663778427
Autoeficacia ,4.774559,3.289326315793369
Competitividad,4.737989,3.1013345729351682
Confianza ,4.73154,3.5293770653909444
